L,H,seed,arm,baseline_mse,student_mse,fgl_delta,init_delta,rounds_used,mse_curve_val,mse_curve_test
8,5,0,A_single,108.62152777777777,108.46354166666667,0.14544640859251612,0.0,0,108.184,108.464
8,5,0,E_single,108.62152777777777,108.046875,0.5290413323530294,0.3841536614645902,1,108.184;107.720,108.464;108.047
8,5,0,A_iter,108.62152777777777,107.56597222222223,0.9717738068599444,0.8275310124049605,2,108.184;107.368;107.236,108.464;107.727;107.566
8,5,0,E_iter,108.62152777777777,107.64930555555556,0.8950548221078469,0.7507002801120477,2,108.184;107.679;107.293,108.464;108.010;107.649
8,5,1,A_single,108.77604166666667,109.32465277777777,-0.5043492139493952,0.0,0,109.184,109.325
8,5,1,E_single,108.77604166666667,108.10069444444444,0.6208602665389892,1.1195629734322106,1,109.184;107.818,109.325;108.101
8,5,1,A_iter,108.77604166666667,107.81423611111111,0.8842071662277566,1.3815883501929374,2,109.184;108.104;107.493,109.325;108.373;107.814
8,5,1,E_iter,108.77604166666667,107.57118055555556,1.1076530205091402,1.603912912292953,3,109.184;107.497;107.316;107.257,109.325;107.823;107.642;107.571
8,15,0,A_single,112.02083333333333,112.47048611111111,-0.40140102907445996,0.0,0,112.148,112.470
8,15,0,E_single,112.02083333333333,34.666666666666664,69.05337548819044,69.17709893027492,1,112.148;35.003,112.470;34.667
8,15,0,A_iter,112.02083333333333,33.157986111111114,70.400161180336,70.51850022382415,3,112.148;80.064;33.467;34.464,112.470;80.038;33.158;34.125
8,15,0,E_iter,112.02083333333333,32.85069444444444,70.67447771371893,70.79172005001311,3,112.148;61.665;33.174;33.417,112.470;61.345;32.851;33.090
8,15,1,A_single,121.99131944444444,121.13888888888889,0.6987632885992014,0.0,0,120.830,121.139
8,15,1,E_single,121.99131944444444,96.92534722222223,20.547340857016803,19.98824810823205,1,120.830;96.632,121.139;96.925
8,15,1,A_iter,121.99131944444444,32.62847222222222,73.2534475642905,73.0652373308874,6,120.830;110.179;59.220;33.681;33.509;32.931;32.948,121.139;110.483;58.903;33.382;33.200;32.628;32.622
8,15,1,E_iter,121.99131944444444,33.435763888888886,72.59168599769451,72.39881907819307,4,120.830;96.649;38.618;33.847;38.595,121.139;96.967;38.104;33.436;38.085
8,30,0,A_single,120.41145833333333,131.77256944444446,-9.43524085528499,0.0,0,131.526,131.773
8,30,0,E_single,120.41145833333333,34.16493055555556,71.62651210404141,74.07280536488321,1,131.526;34.561,131.773;34.165
8,30,0,A_iter,120.41145833333333,30.366319444444443,74.78120449269721,76.95550783257139,5,131.526;110.373;59.351;57.038;30.698;30.705,131.773;110.620;59.073;56.684;30.366;30.373
8,30,0,E_iter,120.41145833333333,30.30034722222222,74.83599348299379,77.00557304910343,6,131.526;60.658;33.413;32.340;31.844;31.212;30.656,131.773;60.262;33.189;32.012;31.620;30.880;30.300
8,30,1,A_single,138.18402777777777,132.140625,4.373445234565415,0.0,0,131.894,132.141
8,30,1,E_single,138.18402777777777,80.85416666666667,41.48805186320576,38.81202948247999,1,131.894;80.970,132.141;80.854
8,30,1,A_iter,138.18402777777777,30.234375,78.12021006608538,77.11954593827598,6,131.894;79.615;57.842;57.156;57.108;30.747;30.566,132.141;79.625;57.498;56.826;56.776;30.410;30.234
8,30,1,E_iter,138.18402777777777,31.26909722222222,77.37140990526925,76.33649967811017,3,131.894;80.977;31.622;32.497,132.141;80.859;31.269;32.181
8,45,0,A_single,124.44965277777777,128.08680555555554,-2.9225897353626333,0.0,0,127.793,128.087
8,45,0,E_single,124.44965277777777,80.20833333333333,35.54957242302917,37.37970668763045,1,127.793;80.300,128.087;80.208
8,45,0,A_iter,124.44965277777777,67.40277777777777,45.839320340945555,47.37726693594296,5,127.793;114.030;86.219;77.252;67.717;67.870,128.087;114.323;86.545;77.247;67.403;67.521
8,45,0,E_iter,124.44965277777777,44.56944444444444,64.18676673688321,65.20371926590582,4,127.793;69.335;62.781;44.885;62.439,128.087;68.986;56.922;44.569;56.622
8,45,1,A_single,125.23263888888889,126.28819444444444,-0.842875759004077,0.0,0,125.995,126.288
8,45,1,E_single,125.23263888888889,78.09027777777777,37.643829539468214,38.16502158312942,1,125.995;78.134,126.288;78.090
8,45,1,A_iter,125.23263888888889,44.63194444444444,64.36077300579477,64.65865662203404,6,125.995;113.738;86.189;86.036;77.516;67.974;50.332,126.288;114.066;86.517;86.365;77.458;67.660;44.632
8,45,1,E_iter,125.23263888888889,44.37152777777778,64.56871932791749,64.86486486486486,5,125.995;78.446;77.682;45.939;44.738;45.932,126.288;78.403;77.625;45.517;44.372;45.510
8,60,0,A_single,141.09201388888889,156.84895833333334,-11.167849979697063,0.0,0,155.356,156.849
8,60,0,E_single,141.09201388888889,97.00868055555556,31.24438592821371,38.15153024517129,1,155.356;96.849,156.849;97.009
8,60,0,A_iter,141.09201388888889,93.99479166666667,33.38050179035056,40.073053295699815,6,155.356;125.092;108.113;101.120;94.002;93.696;93.731,156.849;125.418;108.398;101.446;94.328;93.995;94.030
8,60,0,E_iter,141.09201388888889,66.69270833333333,52.731053661297665,57.47966129835631,5,155.356;96.974;78.661;77.936;66.776;77.335,156.849;97.300;78.589;77.922;66.693;77.234
8,60,1,A_single,147.91145833333334,134.65451388888889,8.96275690458585,0.0,0,134.484,134.655
8,60,1,E_single,147.91145833333334,124.06423611111111,16.122633426059608,7.8647774010133915,1,134.484;123.582,134.655;124.064
8,60,1,A_iter,147.91145833333334,95.15451388888889,35.66792257943355,29.33433039800931,5,134.484;126.911;114.661;102.009;94.839;101.484,134.655;127.238;114.780;102.238;95.155;101.807
8,60,1,E_iter,147.91145833333334,66.57465277777777,54.99019918541733,50.55891491858022,6,134.484;123.970;104.210;90.342;86.592;85.905;66.585,134.655;124.453;104.370;90.283;86.519;85.901;66.575
20,5,0,A_single,106.61284722222223,106.84895833333333,-0.2214659089058503,0.0,0,106.887,106.849
20,5,0,E_single,106.61284722222223,30.09548611111111,71.77123874350664,71.8336176781217,1,106.887;30.243,106.849;30.095
20,5,0,A_iter,106.61284722222223,30.430555555555557,71.45695256395642,71.5200259972378,4,106.887;56.451;30.736;30.632;30.562,106.849;56.302;30.608;30.498;30.431
20,5,0,E_iter,106.61284722222223,30.11111111111111,71.75658291129965,71.81899423186286,2,106.887;30.280;30.306,106.849;30.111;30.163
20,5,1,A_single,106.64756944444444,106.72222222222223,-0.0699995116313216,0.0,0,106.757,106.722
20,5,1,E_single,106.64756944444444,31.071180555555557,70.86555210079929,70.88593180635085,1,106.757;31.224,106.722;31.071
20,5,1,A_iter,106.64756944444444,30.11111111111111,71.76577837829038,71.7855283706403,3,106.757;56.736;30.271;30.384,106.722;56.571;30.111;30.229
20,5,1,E_iter,106.64756944444444,29.87673611111111,71.98554428690032,72.00514055179595,5,106.757;31.196;31.132;30.314;30.175;30.009,106.722;31.036;30.979;30.155;30.040;29.877
20,15,0,A_single,127.828125,108.44444444444444,15.163862065218868,0.0,0,108.500,108.444
20,15,0,E_single,127.828125,30.822916666666668,75.88721835146477,71.57722848360655,1,108.500;30.976,108.444;30.823
20,15,0,A_iter,127.828125,30.005208333333332,76.52691195045432,72.33126280737704,5,108.500;58.024;31.056;30.403;30.148;30.137,108.444;57.847;30.908;30.264;30.007;30.005
20,15,0,E_iter,127.828125,31.32638888888889,75.49335180431623,71.11296106557377,3,108.500;31.740;31.530;31.470,108.444;31.585;31.365;31.326
20,15,1,A_single,127.86979166666667,108.73611111111111,14.963409501310199,0.0,0,108.780,108.736
20,15,1,E_single,127.86979166666667,31.161458333333332,75.63032055720745,71.34212543108954,1,108.780;31.307,108.736;31.161
20,15,1,A_iter,127.86979166666667,30.203125,76.37978086432324,72.2234640439392,5,108.780;78.410;56.714;30.793;30.568;30.352,108.736;78.269;56.576;30.648;30.429;30.203
20,15,1,E_iter,127.86979166666667,30.192708333333332,76.3879271720093,72.23304381147018,2,108.780;30.342;31.290,108.736;30.193;31.120
20,30,0,A_single,119.11979166666667,131.91145833333334,-10.738489790564474,0.0,0,131.932,131.911
20,30,0,E_single,119.11979166666667,44.765625,62.41965808228761,66.06388439215067,1,131.932;44.896,131.911;44.766
20,30,0,A_iter,119.11979166666667,76.65625,35.64776354335184,41.88810360484859,4,131.932;93.611;77.736;77.069;76.840,131.911;93.481;77.606;76.905;76.656
20,30,0,E_iter,119.11979166666667,57.140625,52.03095623278388,56.68259170055671,2,131.932;45.167;77.993,131.911;57.141;77.977
20,30,1,A_single,132.515625,123.46701388888889,6.828335233004496,0.0,0,123.884,123.467
20,30,1,E_single,132.515625,77.453125,41.551703808513146,37.26816373019109,1,123.884;77.460,123.467;77.453
20,30,1,A_iter,132.515625,44.776041666666664,66.2107455881775,63.734409494213764,6,123.884;100.960;85.842;77.215;77.208;44.924;44.924,123.467;100.828;85.710;77.075;77.061;44.776;44.628
20,30,1,E_iter,132.515625,30.11284722222222,77.27600256783136,75.61061349606986,4,123.884;77.405;30.877;30.252;30.936,123.467;77.377;30.651;30.113;30.634
20,45,0,A_single,122.09895833333333,137.79166666666666,-12.852450624920014,0.0,0,137.481,137.792
20,45,0,E_single,122.09895833333333,84.19965277777777,31.039827098352035,38.89350871887915,1,137.481;85.849,137.792;84.200
20,45,0,A_iter,122.09895833333333,56.83680555555556,53.45021257233857,58.751637939723814,5,137.481;114.134;94.391;93.694;57.444;76.889,137.792;113.785;96.812;91.457;56.837;72.104
20,45,0,E_iter,122.09895833333333,30.711805555555557,74.84679150848156,77.71142021973591,4,137.481;85.773;58.139;30.701;56.576,137.792;81.972;58.523;30.712;56.795
20,45,1,A_single,127.00868055555556,132.89583333333334,-4.635236546058484,0.0,0,133.057,132.896
20,45,1,E_single,127.00868055555556,57.135416666666664,55.01455773200104,57.00736792600723,1,133.057;57.335,132.896;57.135
